Image,Vehicle_Count,Traffic_Density
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-410_png_jpg.rf.7978fcae2a24c7780c997113071d4076.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-410_png_jpg.rf.b1582606a9b971a6844281ac47ad72af.jpg,10,2.44E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-410_png_jpg.rf.c527a43c3ea28e9889e6cb39ef9d4a9d.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-410_png_jpg.rf.ce24bf4b32247d813c57da08b7e5d6ae.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-415_png_jpg.rf.4abe0a5b20ab4d7c9af128dd2b7ae718.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-415_png_jpg.rf.7e9a87699179bc29af1fb324768b0974.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-415_png_jpg.rf.ef9a7585a5d3d0a011ba0d256c786bd9.jpg,11,2.69E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-420_png_jpg.rf.747468de70f33d7ee92cd4886e43c29a.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-420_png_jpg.rf.bf3ca39f9fc20ff31aef8c7a96a37b10.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-420_png_jpg.rf.e0102b1841631b4264dafc3b596913a1.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-425_png_jpg.rf.c59ff915001e71273a7ffcede6a9a5e6.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-425_png_jpg.rf.de306c7c1d338c336052634deedca573.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-425_png_jpg.rf.edbf6b30820a3fa0c5a53ccb205d6115.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-430_png_jpg.rf.0ccc8345f70323dde02000710b3fb51b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-430_png_jpg.rf.1f3ff4f1515edd6ea9e9bd761f329ef0.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-430_png_jpg.rf.3698c671ec41b8a5d05263600f69ef60.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-430_png_jpg.rf.5e2bf426097559eef7e80fa986ecfafc.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-430_png_jpg.rf.7c1d0e2241fb3860fe123280d81033af.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-430_png_jpg.rf.89f246b60560b42993aad30402c7ec2d.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-435_png_jpg.rf.1b87ccfca7b38aeac72b20c0f0dc2c23.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-435_png_jpg.rf.7b4b5d17e4ac520f7dc9e0facc34046a.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-435_png_jpg.rf.d255be62d7306a126ecff39866e74ecf.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-440_png_jpg.rf.14217105707b9067ae5d662541a01ef2.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-440_png_jpg.rf.40c64c3d2bc17a2fdf0338dd0763d6a8.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-440_png_jpg.rf.908b720f7734afaa6eace60af5f268ee.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-445_png_jpg.rf.08336a5a483fc0535428ab4d41bca33e.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-445_png_jpg.rf.af81082deb8755f7b1078b91363f26c1.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-445_png_jpg.rf.b7597d455ca1c1ce86b4d0cfcd242bde.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-450_png_jpg.rf.5e52f809e34ed8b4571753764b931e07.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-450_png_jpg.rf.77e64c2b8f7f842b9f7bec97a22a861a.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-450_png_jpg.rf.9da34e66f508484dbdb2448ddb1466c2.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-450_png_jpg.rf.d66805ef329be482563848237a05deb6.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-450_png_jpg.rf.d70e77975d3ff82e6fd52fd3200afa49.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-450_png_jpg.rf.e056752143d49289704ee879b535525f.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-455_png_jpg.rf.3273177cf33c09e92a27865ee72af8ce.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-455_png_jpg.rf.76130292f16525ce796e8a457cbad061.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-455_png_jpg.rf.7b0a74b8ff81c3f12dd72bd1284a3449.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-460_png_jpg.rf.4e27022141c1f5e47d7ab12693f2f2bb.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-460_png_jpg.rf.71704caeb445dd796605bfd87b3bb12e.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-460_png_jpg.rf.95bbabb920b4932b32d4e57c7f14a3fd.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-460_png_jpg.rf.a37e2b86b5ea024c4c7c97908858735e.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-460_png_jpg.rf.e68c8f9bb14cfa0c030ded35485adba6.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-460_png_jpg.rf.eb2b430c191126dacb578fa2f8887045.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-465_png_jpg.rf.65fb1eeb1fd89afd3a02e87c3d79c654.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-465_png_jpg.rf.87840057eb2609cb89684fd722544856.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-465_png_jpg.rf.87e603412c67042f452c81848f26a19a.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-465_png_jpg.rf.aa7b7675d1ee6b7af5fc9fe6eb67cf93.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-465_png_jpg.rf.baaeda3ba81ef10e3094653ec6003153.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-465_png_jpg.rf.dfb924339fa14004f4d41a3a6fcc4d39.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-470_png_jpg.rf.01d9a4c35bf07ed2843b763259a3a959.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-470_png_jpg.rf.5152c736345ac33d3a6b07bcb01fad8a.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-470_png_jpg.rf.bf64434abc56d49449a30bcebfe4cab5.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-545_png_jpg.rf.38e757524ede3f93e4b3821af3c0b18b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-545_png_jpg.rf.8c1841ea358cc044d4695f81fdb8d7ed.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-545_png_jpg.rf.afe78c96059e2799509911ec4fd0e495.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-550_png_jpg.rf.16fcadbba8b496d35f63fc4ee81dd259.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-550_png_jpg.rf.a104238bf0193c56f25418172bb932e7.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-550_png_jpg.rf.fb8d57b1732efb02120988d8d630a1c3.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-561_png_jpg.rf.0338f1091ebbf57d77629aaa4fa932a2.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-561_png_jpg.rf.88dc007db1320cb78f7aa38e874bf3e4.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-561_png_jpg.rf.defeae1d4c705d6ef207dd6271ae70ef.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-565_png_jpg.rf.09409250ff50da40e13a10db104dfe90.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-565_png_jpg.rf.1f74b29f10b7bdc90de9c9a3c08d37b9.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-565_png_jpg.rf.347c19e22ae0b2f7b9644fe5db96134b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-565_png_jpg.rf.6221cdef457e258d4157e2a4dda80e6f.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-565_png_jpg.rf.880ba14a93e0e9b45dc917e83c8ef8a9.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-565_png_jpg.rf.d02e0163b16a3ecfd6b4e16b83963641.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-570_png_jpg.rf.53f3d1491278707c4df80c4dcb109316.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-570_png_jpg.rf.66aada450a4e82997eec951506bf4589.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-570_png_jpg.rf.7b39100b25ab955e5a50af617ddc2b93.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-570_png_jpg.rf.8b6ac4693f149063789db05e89b672aa.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-570_png_jpg.rf.c5c54f0b29ca883c60c1d4224bf8cc43.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-570_png_jpg.rf.d020ca88c8b194704558c05e1508b812.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-575_png_jpg.rf.52f20d2ef8edf46409ac1cb0eef2dd3e.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-575_png_jpg.rf.99ff0b7303b5c440cfe237e13c40982b.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-575_png_jpg.rf.9ab0c40861ca5297264771ac1aa72fcc.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-580_png_jpg.rf.4466ba13b51855866d8f92137812a386.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-580_png_jpg.rf.7625cca9fe5b0f7ce658ca03422f644e.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-580_png_jpg.rf.eca9942677e9c81d6a8e0227a2782c4c.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-585_png_jpg.rf.7a1915d1994263ee47d6590e6f752742.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-585_png_jpg.rf.abc0b89234a7e5803b575b34ac091919.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-585_png_jpg.rf.f437fa13a26051f2d70234ce51c6fbdf.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-590_png_jpg.rf.3b186e44dd55456edafdd11d7e2987df.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-590_png_jpg.rf.7f8adbd6b89aaf0903f8fc7e286abf80.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-590_png_jpg.rf.c834a3d6e3b4418abdd741854b4bc6df.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-595_png_jpg.rf.615cc898a690850ae0ad16848b01e105.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-595_png_jpg.rf.a3203b77dbebb01aca045be44faa1e98.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-595_png_jpg.rf.f0515d923a8fe1ff8decc14810bd0369.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-5_png_jpg.rf.161f741f2442ecf763c5ec06b5b6bb5e.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-5_png_jpg.rf.3660577de244d741726d04fb8940d861.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-5_png_jpg.rf.4433e426e0b096dc8ad996f1e41d471f.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-5_png_jpg.rf.be1199eb0e096ca6812d109f74307af5.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-5_png_jpg.rf.c21809241ad6d590e9fa266647b9f577.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-5_png_jpg.rf.e004ccbc73e4ccc3e0df773c061532f8.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-600_png_jpg.rf.075c86119a88168b2ed01ee69a2b6828.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-600_png_jpg.rf.1e52c8c220bccfacad19a762a210af40.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-600_png_jpg.rf.21857afc0a0e06dac914a7e7325d8a3f.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-600_png_jpg.rf.3abd1346b4e014a640869d3b9ef0dd7b.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-600_png_jpg.rf.9f39556a62207518d6670775cb20f50d.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-600_png_jpg.rf.d23c9042ff4c8af64c3d68b7be25de61.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-605_png_jpg.rf.37a8c15c52011f65a37ccadf09fb97c8.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-605_png_jpg.rf.3face7fd3049ace249bb0c9d8481da50.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-605_png_jpg.rf.e5af92ac829388fae85ed1d298e778b4.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-610_png_jpg.rf.208ab3690ed4ea548315fbd73453010c.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-610_png_jpg.rf.23656750021ef52147ff5c14560fa0bf.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-610_png_jpg.rf.32ff87d1de88800c3795eab694a0cb8e.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-615_png_jpg.rf.120c6012ab05d2c7a61a2b0925b40260.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-615_png_jpg.rf.9ed1e3a12b94b8ad2efacb391f29b3fe.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-615_png_jpg.rf.c47a4ffd1c7e8e5b788015ab13d47579.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-620_png_jpg.rf.0b2b42d030abcf69447adbcff42585b4.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-620_png_jpg.rf.923cd703a398027c28d470094fb16a0d.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-620_png_jpg.rf.f04399f829b4e15b101107fc64b9f11b.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-690_png_jpg.rf.0a5f545f625e3f6b7be7f017cb79b323.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-690_png_jpg.rf.1538fb4bc79bd4ef955e24e36614cc44.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-690_png_jpg.rf.6a8ca538c3e5c2ee5d4e7cf06273b7b7.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-690_png_jpg.rf.861d40f319cb5559d4d8d3eb7148d227.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-690_png_jpg.rf.b8521f6c81811e81254ad5fae91a8cd4.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-690_png_jpg.rf.bc0176c173ee62abd175c075afdb42db.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-695_png_jpg.rf.81ce7e7048f8ab7ce9546a3331cc0627.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-695_png_jpg.rf.cfda14f71031cdaaab38c79b41117d8c.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-695_png_jpg.rf.fb27e5b1ccfbb53805f6a77b19143c5f.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-700_png_jpg.rf.12e071f6b1a66a8962acece8d716b104.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-700_png_jpg.rf.1d2d8127b58efac2d336b19a55900531.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-700_png_jpg.rf.356d16d76b4ac13368af212955acb496.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-700_png_jpg.rf.84a79d102a9382f7c6fafbcccda18acc.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-700_png_jpg.rf.aec1c30f8c15919df5941b52b46431a4.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-700_png_jpg.rf.f6f0e600e7e8c1f665449323b667d09e.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-705_png_jpg.rf.1986cb543ddb5e1a3097e4d9fce5c539.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-705_png_jpg.rf.6661c3db28e7e1f6376cbfcbfb4e991a.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-705_png_jpg.rf.af7e69e2667cefbb5874c07c6bf2ca51.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-710_png_jpg.rf.87f482cfdb6fb980b7a04e239583e0ec.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-710_png_jpg.rf.a1521fa53d610360ae15ffc2834e8595.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-710_png_jpg.rf.a178754a6344c445fab618ca7d0276d0.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-715_png_jpg.rf.174fdf298b71ecb15074ea774212d6b3.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-715_png_jpg.rf.9104bf69d53a5c91ced1a1756f1ae701.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-715_png_jpg.rf.9279768442c911db9216da94f2620018.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-715_png_jpg.rf.9f64b1b80fbf53f629cc488c5dbe3d1c.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-715_png_jpg.rf.a1078e3200a5daa5e50b3268b765a1c3.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-715_png_jpg.rf.e8ea6aeb1016163883b23295d4ceaefa.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-720_png_jpg.rf.41484fd4b1706a5e52d8e0b555786408.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-720_png_jpg.rf.56fe954cd6b50888a23e5cec7b6b6ac9.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-720_png_jpg.rf.87da057898d3c27f0bdcf3a1de81f783.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-720_png_jpg.rf.c3d60735050ad6ff51ece6094469643f.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-720_png_jpg.rf.d960b238dfec951492be51b5cd5345f8.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-720_png_jpg.rf.f4d57ea034dab61bb8258a238f619b76.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-725_png_jpg.rf.0fe00868882b5aa5cf881e82b68ba0b9.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-725_png_jpg.rf.1377ee23268d25b2839fa9e4ff311945.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-725_png_jpg.rf.3959b063def3ed036729b7c585d01656.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-725_png_jpg.rf.45e26192786a48e993399ac96b9055a8.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-725_png_jpg.rf.b610856a46633ac9c5145ad6c893d6f0.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-725_png_jpg.rf.ff2a9240aac6f807a51c545efc9a33cf.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-730_png_jpg.rf.773c37dd0c137a44781b5529734176f7.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-730_png_jpg.rf.8f47473bc388d999673478245687b0e5.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-730_png_jpg.rf.c676d00c773fa9441a564868d342e6d1.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-735_png_jpg.rf.1463db028988c63c5c7494101a730e94.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-735_png_jpg.rf.6f2341ddb73757eca4c0e05d64a45e90.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-735_png_jpg.rf.8e5c3a49ce0268e814b662412479ffa0.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-740_png_jpg.rf.083881dc60930a39154fa3a559725cb8.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-740_png_jpg.rf.73a99b0d86ceea4b4226d3b0d52e7458.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-740_png_jpg.rf.917dc1598af18e5f6cc288fe52f4c77b.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-745_png_jpg.rf.615f0109345b58dabda2826ab756d224.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-745_png_jpg.rf.6f36a67696b743dd967d0df1b6243081.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-745_png_jpg.rf.76b115c45aca3aada8c8716d3e8ad3d2.jpg,2,4.88E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-755_png_jpg.rf.4b71ec7b3b96bb941c1b991613b97b75.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-755_png_jpg.rf.5dee9e9c1c34b7ad6a831ba1ba2377c1.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-755_png_jpg.rf.98685b7b752f4413e8da5bb31af61e28.jpg,0,0
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-760_png_jpg.rf.58b53e05c0cbc4ed58b5a68d509dffa6.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-760_png_jpg.rf.672c52d50068d3ea043acb6749f47aba.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-760_png_jpg.rf.84587aea766b04bd218e5d3370226cb8.jpg,1,2.44E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-835_png_jpg.rf.857f8928c701b03c7ab7251ddee9cc3d.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-835_png_jpg.rf.972faa69cb3756db1b35dd31a7c11cb3.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-835_png_jpg.rf.c202f243bab600117f66613869b40c14.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-840_png_jpg.rf.1bff2f5a3257c6c018829b01ab67731b.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-840_png_jpg.rf.2b1ce70d58aa60f39e1cc8d05a77cca9.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-840_png_jpg.rf.a8fa8c287effcf8d85ed53a643242b57.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-850_png_jpg.rf.05f313f21154d31ac44699df065302d1.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-850_png_jpg.rf.9a94021e1ac54201169784c9084ba0b9.jpg,8,1.95E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-850_png_jpg.rf.bdad3d3b10f773f4bd46cad8ded3b02b.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-855_png_jpg.rf.390f83e0d61b724cfe6dd28f6dbc04a4.jpg,7,1.71E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-855_png_jpg.rf.49b802e278d3d4f20a6e25a7c14b7eda.jpg,6,1.46E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-855_png_jpg.rf.4dc9db6da312e0b8a4dbf113836f8fdf.jpg,5,1.22E-05
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-860_png_jpg.rf.2c53b7b99239ad49fec23084101a3034.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-860_png_jpg.rf.312c6df1456bda7d89d0b3a616dac0a6.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-860_png_jpg.rf.789504455249f147f5ecfa2717d4863c.jpg,3,7.32E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-860_png_jpg.rf.836e8cc9f7937a1f1b5670c2a6a65483.jpg,4,9.77E-06
A:/ai_project/traffic-detection-project/train/images\duque_de_caxias-860_png_jpg.rf.8b0888b94f43e633ed12ee876698bc23.jpg,3,7.32E-06
